1.000000000000000000e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.300000000000000044e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,1.700000000000000178e+00,1.800000000000000044e+00,1.899999999999999911e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.034781074016219549e+00,1.099560925618454643e+00,1.174441528396239276e+00,1.253293312657497660e+00,1.334572490200576222e+00,1.419263540301345161e+00,1.511327439778206383e+00,1.620162530441737969e+00,1.766815535114744318e+00,1.891006524188367788e+00
1.000000000000000000e+00,1.039563861852374149e+00,1.089021866171590469e+00,1.144912816734575900e+00,1.204160242134819203e+00,1.265734083607074290e+00,1.331155082754035046e+00,1.405884346210865887e+00,1.502507566705970854e+00,1.647099774477521095e+00,1.587785252292473137e+00
1.000000000000000000e+00,1.034453273331916279e+00,1.072051024146956522e+00,1.112029042374012899e+00,1.152702257576635692e+00,1.193049959257288739e+00,1.233739607128965687e+00,1.278548247641870583e+00,1.336884210716645871e+00,1.428069687182304204e+00,1.156434465040230730e+00
1.000000000000000000e+00,1.026199148753902390e+00,1.052701326848663577e+00,1.078451774092745952e+00,1.101571590104469367e+00,1.120025610966896457e+00,1.132206623103935161e+00,1.137685953738541755e+00,1.138412038001369364e+00,1.140509751934390525e+00,6.909830056250526598e-01
1.000000000000000000e+00,1.017643004936670259e+00,1.034104862437551731e+00,1.047506940607882298e+00,1.055108621854828899e+00,1.053276084563719017e+00,1.037376878371478295e+00,1.001578084255551726e+00,9.385689576913422982e-01,8.391230582054725051e-01,2.928932188134525383e-01
1.000000000000000000e+00,1.010268984318834828e+00,1.018569617275406625e+00,1.022364226296816225e+00,1.018081685305069595e+00,1.000594949312093140e+00,9.624481971227092370e-01,8.926816587438233253e-01,7.751633264103725551e-01,5.864307352788956651e-01,4.894348370484635780e-02
1.000000000000000000e+00,1.004864166590694108e+00,1.007541642280529670e+00,1.005300146240168502e+00,9.942605015466781104e-01,9.685753058168760088e-01,9.191405623421426974e-01,8.315379723956853875e-01,6.829725238938264553e-01,4.385435138155884260e-01,1.231165940486234067e-02
1.000000000000000000e+00,1.001646697604531511e+00,1.001433591052462990e+00,9.970353420641826503e-01,9.850860468731544861e-01,9.603063215895670801e-01,9.140017192423253167e-01,8.313578491201614185e-01,6.866457024876724269e-01,4.358274340871404195e-01,1.909830056250524377e-01
1.000000000000000000e+00,1.000289452606935914e+00,9.995112772834924275e-01,9.963222807558731464e-01,9.887427443676305439e-01,9.735628905333083560e-01,9.452027138838268172e-01,8.932464218889761831e-01,7.964252462542718014e-01,6.058089214916162479e-01,5.460095002604530290e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999997780e-01
