1.000000000000000000e+00,1.062500000000000000e+00,1.125000000000000000e+00,1.187500000000000000e+00,1.250000000000000000e+00,1.312500000000000000e+00,1.375000000000000000e+00,1.437500000000000000e+00,1.500000000000000000e+00,1.562500000000000000e+00,1.625000000000000000e+00,1.687500000000000000e+00,1.750000000000000000e+00,1.812500000000000000e+00,1.875000000000000000e+00,1.937500000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.024694153494615900e+00,1.068220442943506265e+00,1.118165143160651409e+00,1.170562943908211251e+00,1.223971748742329835e+00,1.277810410899837601e+00,1.331858702877299905e+00,1.386110824649060325e+00,1.440760756033938605e+00,1.496263488832800137e+00,1.553476629434406675e+00,1.613932444047919024e+00,1.680372186520158184e+00,1.757891269174161053e+00,1.856718831710602480e+00,1.956940335732208824e+00
1.000000000000000000e+00,1.030556172924780522e+00,1.067522478282093790e+00,1.108877190058869866e+00,1.152614888898007672e+00,1.197513645998614873e+00,1.242911198238626058e+00,1.288513582386506151e+00,1.334323846027558158e+00,1.380668716674583241e+00,1.428316575344781070e+00,1.478710589611931248e+00,1.534380964111921486e+00,1.599665035739175289e+00,1.681974060280518657e+00,1.793984058388404357e+00,1.831469612302545347e+00
1.000000000000000000e+00,1.030008063085749104e+00,1.062436112378147612e+00,1.097206256811577019e+00,1.133505783953626667e+00,1.170556757482608567e+00,1.207807163680389984e+00,1.244960592651599418e+00,1.282002270488210360e+00,1.319273698841418430e+00,1.357623514927462471e+00,1.398668197046224915e+00,1.445215793120004921e+00,1.501932936520086193e+00,1.576355880591319591e+00,1.680303006855702552e+00,1.634393284163645488e+00
1.000000000000000000e+00,1.027039971308049804e+00,1.055007658250020519e+00,1.084005950057309375e+00,1.113645243671576912e+00,1.143400448703826289e+00,1.172800119587695145e+00,1.201519367587625231e+00,1.229450957739449901e+00,1.256800305855700461e+00,1.284235599879663736e+00,1.313122900360559342e+00,1.345881082754988300e+00,1.386495042470113459e+00,1.441213522294441551e+00,1.519402477420568998e+00,1.382683432365089837e+00
1.000000000000000000e+00,1.023144169064573283e+00,1.046548607583867252e+00,1.070164652545326334e+00,1.093668805218643403e+00,1.116599688930520085e+00,1.138473514219291438e+00,1.158865816555053385e+00,1.177481902923513957e+00,1.194240981979306948e+00,1.209395691973705445e+00,1.223706733478276298e+00,1.238690604530009898e+00,1.256952635241282978e+00,1.282600692928258068e+00,1.321700097844718425e+00,1.098017140329560881e+00
1.000000000000000000e+00,1.018988103203721352e+00,1.037877959842662179e+00,1.056435259727507958e+00,1.074265650584246723e+00,1.090856004229734610e+00,1.105628449543734959e+00,1.117988499603359775e+00,1.127369873203929229e+00,1.133286043953803279e+00,1.135399467751708968e+00,1.133617750130030633e+00,1.128221977196303794e+00,1.120024208751914108e+00,1.110536521026390444e+00,1.102113790273741234e+00,8.049096779838718074e-01
1.000000000000000000e+00,1.014930290166555338e+00,1.029539878866395863e+00,1.043432789176765851e+00,1.056102549001453061e+00,1.066930245600274718e+00,1.075195799014400988e+00,1.080089878391704339e+00,1.080723065256508075e+00,1.076133870735749953e+00,1.065298401099779912e+00,1.047142835989520293e+00,1.020555356571095640e+00,9.843857097201502704e-01,9.374073971105515435e-01,8.782014035693546106e-01,5.286032631740023024e-01
1.000000000000000000e+00,1.011193185022309704e+00,1.021918486528660130e+00,1.031653482648039910e+00,1.039781526827821878e+00,1.045566648269087073e+00,1.048134641802872302e+00,1.046452169362666496e+00,1.039298657990442187e+00,1.025227990834221226e+00,1.002517446377882759e+00,9.690998503074748083e-01,9.224709147724468039e-01,8.595558847560621496e-01,7.765059591514895665e-01,6.683747505843131709e-01,2.928932188134525383e-01
1.000000000000000000e+00,1.007923969736578274e+00,1.015287409666021379e+00,1.021481141366096690e+00,1.025803443289957428e+00,1.027420196629064364e+00,1.025323969486802600e+00,1.018285518561439673e+00,1.004791425429841123e+00,9.829620060740453802e-01,9.504435593931296333e-01,9.042682179467083081e-01,8.406725786042708037e-01,7.548609635004474017e-01,6.406858090527041139e-01,4.901883780537125701e-01,1.180787356516450615e-01
1.000000000000000000e+00,1.005215290278671292e+00,1.009826050582113943e+00,1.013180242440650414e+00,1.014530923353883729e+00,1.012986742259905260e+00,1.007455538809315820e+00,9.965745281677620415e-01,9.786195369346724071e-01,9.513850654548099417e-01,9.120265823633013635e-01,8.568568965287644001e-01,7.810902286866577837e-01,6.785295892184242117e-01,5.411879400937792406e-01,3.587997352530335471e-01,1.921471959676956942e-02
