1.000000000000000000e+00,1.031250000000000000e+00,1.062500000000000000e+00,1.093750000000000000e+00,1.125000000000000000e+00,1.156250000000000000e+00,1.187500000000000000e+00,1.218750000000000000e+00,1.250000000000000000e+00,1.281250000000000000e+00,1.312500000000000000e+00,1.343750000000000000e+00,1.375000000000000000e+00,1.406250000000000000e+00,1.437500000000000000e+00,1.468750000000000000e+00,1.500000000000000000e+00,1.531250000000000000e+00,1.562500000000000000e+00,1.593750000000000000e+00,1.625000000000000000e+00,1.656250000000000000e+00,1.687500000000000000e+00,1.718750000000000000e+00,1.750000000000000000e+00,1.781250000000000000e+00,1.812500000000000000e+00,1.843750000000000000e+00,1.875000000000000000e+00,1.906250000000000000e+00,1.937500000000000000e+00,1.968750000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.013865851920013439e+00,1.037174581817682739e+00,1.063744103715151379e+00,1.091611862765245133e+00,1.120068248084775453e+00,1.148819111973596652e+00,1.177725500882679910e+00,1.206713771093008702e+00,1.235741054315896426e+00,1.264780626571110789e+00,1.293815204328621293e+00,1.322833731841840610e+00,1.351829872075861694e+00,1.380801431327826734e+00,1.409750375839164072e+00,1.438683298013431644e+00,1.467612296149936268e+00,1.496556301406075651e+00,1.525542946489193197e+00,1.554611140340885544e+00,1.583814610144429036e+00,1.613226823600999449e+00,1.642947960278331454e+00,1.673115062118391227e+00,1.703917383584212963e+00,1.735620817429724072e+00,1.768609491832307867e+00,1.803463215223967797e+00,1.841118888620526306e+00,1.883254965237788792e+00,1.933347915173886822e+00,1.989176509964781125e+00
1.000000000000000000e+00,1.018288826302043315e+00,1.039838372396544974e+00,1.063689971349565333e+00,1.088885100630564429e+00,1.114842019251377492e+00,1.141232700841086523e+00,1.167869122620390110e+00,1.194638531548813720e+00,1.221469822168975261e+00,1.248316250377035530e+00,1.275146461778339235e+00,1.301939853950399240e+00,1.328684328202247578e+00,1.355375480515440323e+00,1.382016777154794873e+00,1.408620523193904184e+00,1.435209588269430458e+00,1.461819966004986870e+00,1.488504347131899497e+00,1.515337007527148172e+00,1.542420479282524459e+00,1.569894726453416212e+00,1.597949957669523302e+00,1.626844906670044111e+00,1.656933656613495565e+00,1.688706395877588751e+00,1.722853935988471363e+00,1.760374481483592879e+00,1.802757374781148725e+00,1.852303057633164496e+00,1.912636695647958573e+00,1.956940335732208824e+00
1.000000000000000000e+00,1.019451081652593682e+00,1.040200111406500039e+00,1.062292310456776523e+00,1.085396551445797275e+00,1.109182030201067537e+00,1.133400552702343189e+00,1.157879760788989465e+00,1.182501414251332816e+00,1.207183456689769008e+00,1.231868095518558803e+00,1.256514543213237189e+00,1.281094898914325153e+00,1.305592111332529726e+00,1.329999390522303537e+00,1.354320734246048819e+00,1.378572434493294807e+00,1.402785572814851056e+00,1.427009632180921805e+00,1.451317473310471451e+00,1.475812067948727879e+00,1.500635577349648031e+00,1.525981649314929189e+00,1.552112241004218962e+00,1.579380953647611552e+00,1.608265943302992662e+00,1.639417176046620517e+00,1.673725376894747319e+00,1.712423401625191133e+00,1.757233072609915014e+00,1.810563195619252053e+00,1.875719300101647891e+00,1.903989293123443449e+00
1.000000000000000000e+00,1.019315389973717956e+00,1.039218682920860282e+00,1.059882610130603808e+00,1.081226767673886924e+00,1.103089001220588727e+00,1.125307723388018655e+00,1.147747958537561397e+00,1.170303913426452569e+00,1.192894500704843264e+00,1.215458138054043236e+00,1.237948723213046831e+00,1.260333093977801688e+00,1.282589834685407215e+00,1.304709243097956994e+00,1.326694341955878986e+00,1.348562914830773396e+00,1.370350643330430884e+00,1.392115523443871350e+00,1.413943852602414841e+00,1.435958219939878600e+00,1.458328118836751397e+00,1.481284058034727957e+00,1.505136408515292956e+00,1.530300728246907660e+00,1.557331991001451144e+00,1.586970991637642658e+00,1.620206996846081271e+00,1.658360677818400575e+00,1.703188320082293483e+00,1.756997353152938590e+00,1.822736973776678315e+00,1.831469612302545347e+00
1.000000000000000000e+00,1.018591796690928808e+00,1.037476622462347731e+00,1.056792682649997372e+00,1.076538911927954922e+00,1.096639488452189948e+00,1.116993386673649002e+00,1.137500442817286128e+00,1.158071787104150596e+00,1.178632502090576573e+00,1.199121240693811874e+00,1.219489125913237437e+00,1.239698927713037691e+00,1.259724899170701740e+00,1.279553414201308303e+00,1.299184484670001360e+00,1.318634248525816233e+00,1.337938571089695383e+00,1.357157974310428283e+00,1.376384202074305341e+00,1.395748848363123518e+00,1.415434627573641357e+00,1.435690062513904408e+00,1.456848613245594448e+00,1.479353565665193715e+00,1.503790305981733244e+00,1.530927807098351634e+00,1.561770944718188447e+00,1.597623995619286807e+00,1.640162178841457097e+00,1.691500924408983808e+00,1.754241949181656324e+00,1.740951125354959217e+00
1.000000000000000000e+00,1.017575175978766788e+00,1.035303330339589101e+00,1.053272589894919342e+00,1.071496713768553377e+00,1.089936659780143868e+00,1.108525898726556713e+00,1.127188646466243505e+00,1.145850298337667938e+00,1.164442488771352480e+00,1.182905206193788139e+00,1.201187621977530373e+00,1.219248602102927848e+00,1.237057430661000712e+00,1.254595040605773315e+00,1.271855944792730897e+00,1.288851034260790840e+00,1.305611428789567041e+00,1.322193610980400891e+00,1.338686143019920172e+00,1.355218353422721123e+00,1.371971489610631201e+00,1.389192959621613710e+00,1.407214424023026655e+00,1.426474622168926620e+00,1.447547866331819755e+00,1.471178991361750787e+00,1.498324983708294145e+00,1.530202184558155931e+00,1.568335477749915219e+00,1.614602217975428466e+00,1.671260286769703507e+00,1.634393284163645488e+00
1.000000000000000000e+00,1.016405578798704301e+00,1.032888936205683450e+00,1.049497637231326941e+00,1.066238699053263517e+00,1.083084544862731313e+00,1.099984909708126901e+00,1.116877954653773042e+00,1.133698280535198721e+00,1.150381958745867905e+00,1.166869484265113721e+00,1.183107565171708231e+00,1.199050439955178238e+00,1.214661192964783476e+00,1.229913385153241334e+00,1.244793232083783119e+00,1.259302527328489685e+00,1.273462511046305590e+00,1.287318909730382099e+00,1.300948417128900969e+00,1.314466943714933889e+00,1.328040028232387204e+00,1.341895872042713433e+00,1.356341509969309467e+00,1.371782640700483169e+00,1.388747552922218409e+00,1.407915314419144526e+00,1.430147819259814712e+00,1.456524285135376129e+00,1.488375332492563263e+00,1.527312184711882903e+00,1.575245855170512854e+00,1.514102744193221550e+00
1.000000000000000000e+00,1.015158205166643457e+00,1.030349202033122857e+00,1.045590328727111107e+00,1.060875906620943443e+00,1.076177918421850288e+00,1.091451249259756118e+00,1.106639991639261300e+00,1.121682921096919472e+00,1.136517592952980937e+00,1.151083219218979714e+00,1.165322727362731792e+00,1.179184412929364711e+00,1.192623529779337055e+00,1.205604088854998590e+00,1.218101085028299391e+00,1.230103345827086692e+00,1.241617192044202067e+00,1.252671113146945014e+00,1.263321684979578308e+00,1.273660988433247487e+00,1.283825819233871401e+00,1.294009001229662559e+00,1.304473113105697468e+00,1.315566886761228016e+00,1.327744398204953269e+00,1.341586900981661223e+00,1.357826699451598618e+00,1.377371808689165533e+00,1.401329385583174991e+00,1.431025335152174671e+00,1.468017665706521591e+00,1.382683432365089837e+00
1.000000000000000000e+00,1.013878042210101915e+00,1.027759341971505425e+00,1.041638574471744239e+00,1.055496687173627324e+00,1.069299981199350880e+00,1.083002186796059529e+00,1.096547852240029819e+00,1.109875831006881697e+00,1.122922285427039757e+00,1.135623085771485297e+00,1.147915726269624237e+00,1.159740969279117850e+00,1.171044439401434101e+00,1.181778370718648441e+00,1.191903688684383233e+00,1.201392594173838813e+00,1.210231813206390061e+00,1.218426680524463235e+00,1.226006235403300781e+00,1.233029519370329119e+00,1.239593271853258516e+00,1.245841212480916838e+00,1.251975065432205492e+00,1.258267404932438049e+00,1.265076260897599170e+00,1.272861199365183937e+00,1.282200275100941589e+00,1.293806869475232046e+00,1.308545069516917847e+00,1.327442106734011640e+00,1.351696729038772471e+00,1.242980179903264037e+00
